order_id,customer_id,customer_email,country,order_date,sku,product_name,category,quantity,unit_price_eur,total_eur,status,carrier,tracking_number
NV-10052,C1003,jan.nemec3@example.com,SK,2026-07-20,NV-PHN-002,Pulse Lite,phones,2,329.0,658.0,delivered,DHL,TRK411343078
NV-10053,C1028,petra.nemec28@example.com,PL,2026-06-14,NV-HOM-003,RoboClean S9,home,1,599.0,599.0,delivered,GLS,TRK139674064
NV-10054,C1000,marek.dvorak0@example.com,AT,2026-05-25,NV-LAP-001,Aurora 14 Ultrabook,laptops,1,1199.0,1199.0,shipped,Zasilkovna,TRK363796374
NV-10055,C1059,martin.svoboda59@example.com,DE,2026-07-23,NV-HOM-001,BrewMaster Espresso,home,1,389.0,389.0,shipped,Zasilkovna,TRK686162372
NV-10056,C1053,marek.dvorak53@example.com,HU,2026-06-09,NV-ACC-001,Nova 65W GaN Charger,accessories,3,39.0,117.0,returned,,
NV-10057,C1013,tomas.marek13@example.com,DE,2026-08-15,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,returned,,
NV-10058,C1046,zuzana.pokorny46@example.com,AT,2026-06-14,NV-GAM-003,Vortex Mechanical Keyboard,gaming,1,129.0,129.0,delivered,DHL,TRK115306329
NV-10059,C1004,jan.svoboda4@example.com,AT,2026-06-25,NV-GAM-002,Vortex 27 Gaming Monitor,gaming,2,379.0,758.0,delivered,PPL,TRK190714937
NV-10060,C1042,nina.svoboda42@example.com,SK,2026-07-25,NV-WEA-002,TrailBand Fitness Tracker,wearables,2,59.0,118.0,delivered,DHL,TRK843765415
NV-10061,C1018,lena.kucera18@example.com,AT,2026-06-04,NV-LAP-003,Budgetbook 15,laptops,1,549.0,549.0,shipped,PPL,TRK382655094
NV-10062,C1023,marek.pospisil23@example.com,AT,2026-07-10,NV-ACC-001,Nova 65W GaN Charger,accessories,3,39.0,117.0,delivered,DHL,TRK136986884
NV-10063,C1056,karel.svoboda56@example.com,AT,2026-05-01,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,delivered,Zasilkovna,TRK190076802
NV-10064,C1030,zuzana.marek30@example.com,AT,2026-06-01,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,shipped,PPL,TRK197551269
NV-10065,C1016,petra.marek16@example.com,CZ,2026-07-15,NV-WEA-002,TrailBand Fitness Tracker,wearables,1,59.0,59.0,delivered,Zasilkovna,TRK124152911
NV-10066,C1019,filip.kucera19@example.com,DE,2026-07-14,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,shipped,DHL,TRK806032141
NV-10067,C1057,karel.novak57@example.com,SK,2026-06-19,NV-WEA-001,Pulse Watch 3,wearables,2,249.0,498.0,cancelled,,
NV-10068,C1020,david.dvorak20@example.com,HU,2026-06-06,NV-WEA-001,Pulse Watch 3,wearables,1,249.0,249.0,cancelled,,
NV-10069,C1039,nina.novak39@example.com,SK,2026-08-15,NV-GAM-003,Vortex Mechanical Keyboard,gaming,1,129.0,129.0,returned,,
NV-10070,C1057,karel.novak57@example.com,SK,2026-07-29,NV-HOM-003,RoboClean S9,home,1,599.0,599.0,shipped,DHL,TRK662380097
NV-10071,C1048,martin.dvorak48@example.com,SK,2026-08-11,NV-HOM-003,RoboClean S9,home,1,599.0,599.0,delivered,DHL,TRK191366527
NV-10072,C1001,jan.svoboda1@example.com,PL,2026-05-14,NV-LAP-003,Budgetbook 15,laptops,1,549.0,549.0,delivered,Zasilkovna,TRK699714064
NV-10073,C1003,jan.nemec3@example.com,SK,2026-07-27,NV-GAM-002,Vortex 27 Gaming Monitor,gaming,1,379.0,379.0,delivered,Zasilkovna,TRK383245470
NV-10074,C1000,marek.dvorak0@example.com,AT,2026-08-28,NV-HOM-001,BrewMaster Espresso,home,1,389.0,389.0,shipped,PPL,TRK807917432
NV-10075,C1033,petra.novak33@example.com,HU,2026-06-02,NV-LAP-003,Budgetbook 15,laptops,1,549.0,549.0,delivered,GLS,TRK352099141
NV-10076,C1046,zuzana.pokorny46@example.com,AT,2026-07-23,NV-WEA-002,TrailBand Fitness Tracker,wearables,1,59.0,59.0,shipped,Zasilkovna,TRK510771188
NV-10077,C1004,jan.svoboda4@example.com,AT,2026-08-07,NV-HOM-002,AirPure 400,home,1,199.0,199.0,delivered,DHL,TRK183184731
NV-10078,C1038,martin.marek38@example.com,CZ,2026-08-04,NV-PHN-002,Pulse Lite,phones,1,329.0,329.0,returned,,
NV-10079,C1019,filip.kucera19@example.com,DE,2026-07-01,NV-GAM-002,Vortex 27 Gaming Monitor,gaming,1,379.0,379.0,delivered,Zasilkovna,TRK388592556
NV-10080,C1043,filip.vesely43@example.com,PL,2026-07-02,NV-PHN-001,Pulse X Pro 5G,phones,1,949.0,949.0,delivered,GLS,TRK598927943
NV-10081,C1029,marek.kucera29@example.com,HU,2026-08-23,NV-HOM-002,AirPure 400,home,1,199.0,199.0,processing,,
NV-10082,C1012,jakub.vesely12@example.com,SK,2026-06-30,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,delivered,GLS,TRK592816174
NV-10083,C1004,jan.svoboda4@example.com,AT,2026-06-27,NV-WEA-002,TrailBand Fitness Tracker,wearables,2,59.0,118.0,delivered,Zasilkovna,TRK325310994
NV-10084,C1058,petra.cerny58@example.com,AT,2026-07-14,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,delivered,DHL,TRK902607174
NV-10085,C1033,petra.novak33@example.com,HU,2026-07-17,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,returned,,
NV-10086,C1032,hana.horak32@example.com,HU,2026-06-16,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,delivered,Zasilkovna,TRK621989554
NV-10087,C1025,tomas.nemec25@example.com,AT,2026-07-02,NV-LAP-001,Aurora 14 Ultrabook,laptops,1,1199.0,1199.0,returned,,
NV-10088,C1028,petra.nemec28@example.com,PL,2026-06-23,NV-TV-002,Vista 65 OLED,tv,1,1499.0,1499.0,delivered,Zasilkovna,TRK439386217
NV-10089,C1007,jan.marek7@example.com,CZ,2026-08-05,NV-WEA-002,TrailBand Fitness Tracker,wearables,1,59.0,59.0,delivered,Zasilkovna,TRK228893413
NV-10090,C1059,martin.svoboda59@example.com,DE,2026-08-03,NV-PHN-003,Orbit Fold 2,phones,1,1699.0,1699.0,delivered,GLS,TRK499670335
NV-10091,C1004,jan.svoboda4@example.com,AT,2026-07-15,NV-TV-001,Vista 55 QLED,tv,3,699.0,2097.0,delivered,GLS,TRK559618139
NV-10092,C1048,martin.dvorak48@example.com,SK,2026-05-14,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,delivered,GLS,TRK781786860
NV-10093,C1059,martin.svoboda59@example.com,DE,2026-06-25,NV-PHN-002,Pulse Lite,phones,3,329.0,987.0,shipped,GLS,TRK303848860
NV-10094,C1049,david.novak49@example.com,AT,2026-08-22,NV-TV-001,Vista 55 QLED,tv,2,699.0,1398.0,delivered,Zasilkovna,TRK695017231
NV-10095,C1035,filip.prochazka35@example.com,HU,2026-08-28,NV-AUD-001,Halo ANC Headphones,audio,1,279.0,279.0,cancelled,,
NV-10096,C1026,martin.kucera26@example.com,SK,2026-07-22,NV-HOM-001,BrewMaster Espresso,home,1,389.0,389.0,delivered,Zasilkovna,TRK152588544
NV-10097,C1058,petra.cerny58@example.com,AT,2026-06-30,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,delivered,GLS,TRK402522508
NV-10098,C1019,filip.kucera19@example.com,DE,2026-07-23,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,delivered,Zasilkovna,TRK804369623
NV-10099,C1015,eva.kucera15@example.com,CZ,2026-06-20,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,delivered,DHL,TRK790636148
NV-10100,C1010,karel.novak10@example.com,SK,2026-08-12,NV-LAP-003,Budgetbook 15,laptops,1,549.0,549.0,shipped,DHL,TRK586390095
NV-10101,C1058,petra.cerny58@example.com,AT,2026-06-24,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,delivered,DHL,TRK362084953
NV-10102,C1005,lena.svoboda5@example.com,SK,2026-06-10,NV-PHN-002,Pulse Lite,phones,1,329.0,329.0,delivered,GLS,TRK377409322
NV-10103,C1051,anna.dvorak51@example.com,AT,2026-08-04,NV-GAM-001,NovaPad Pro Controller,gaming,2,79.0,158.0,delivered,Zasilkovna,TRK544404100
NV-10104,C1047,david.dvorak47@example.com,CZ,2026-06-13,NV-GAM-001,NovaPad Pro Controller,gaming,1,79.0,79.0,cancelled,,
NV-10105,C1003,jan.nemec3@example.com,SK,2026-06-16,NV-HOM-003,RoboClean S9,home,1,599.0,599.0,delivered,DHL,TRK199426515
NV-10106,C1017,eva.horak17@example.com,HU,2026-07-22,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,shipped,Zasilkovna,TRK435024640
NV-10107,C1054,jan.horak54@example.com,HU,2026-05-17,NV-WEA-002,TrailBand Fitness Tracker,wearables,2,59.0,118.0,delivered,Zasilkovna,TRK861832472
NV-10108,C1048,martin.dvorak48@example.com,SK,2026-07-15,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,shipped,PPL,TRK178531200
NV-10109,C1025,tomas.nemec25@example.com,AT,2026-07-07,NV-ACC-001,Nova 65W GaN Charger,accessories,2,39.0,78.0,shipped,Zasilkovna,TRK366787564
NV-10110,C1050,martin.prochazka50@example.com,DE,2026-07-06,NV-PHN-001,Pulse X Pro 5G,phones,1,949.0,949.0,returned,,
NV-10111,C1006,petra.nemec6@example.com,AT,2026-07-22,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,cancelled,,
NV-10112,C1057,karel.novak57@example.com,SK,2026-05-06,NV-HOM-001,BrewMaster Espresso,home,1,389.0,389.0,delivered,DHL,TRK349727470
NV-10113,C1036,karel.pokorny36@example.com,DE,2026-06-08,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,delivered,GLS,TRK667207488
NV-10114,C1040,jakub.dvorak40@example.com,HU,2026-05-13,NV-HOM-001,BrewMaster Espresso,home,1,389.0,389.0,delivered,GLS,TRK663109592
NV-10115,C1037,anna.horak37@example.com,DE,2026-08-10,NV-PHN-003,Orbit Fold 2,phones,1,1699.0,1699.0,processing,,
NV-10116,C1000,marek.dvorak0@example.com,AT,2026-06-28,NV-LAP-001,Aurora 14 Ultrabook,laptops,1,1199.0,1199.0,delivered,GLS,TRK792107818
NV-10117,C1053,marek.dvorak53@example.com,HU,2026-05-31,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,processing,,
NV-10118,C1015,eva.kucera15@example.com,CZ,2026-07-23,NV-LAP-002,Aurora 16 Creator,laptops,1,1899.0,1899.0,delivered,PPL,TRK123394024
NV-10119,C1012,jakub.vesely12@example.com,SK,2026-06-23,NV-HOM-003,RoboClean S9,home,1,599.0,599.0,delivered,GLS,TRK344641885
NV-10120,C1042,nina.svoboda42@example.com,SK,2026-07-03,NV-TV-002,Vista 65 OLED,tv,1,1499.0,1499.0,delivered,GLS,TRK871303373
NV-10121,C1026,martin.kucera26@example.com,SK,2026-05-01,NV-AUD-003,StageOne Soundbar 5.1,audio,1,449.0,449.0,delivered,PPL,TRK320351782
NV-10122,C1031,filip.svoboda31@example.com,CZ,2026-08-13,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,delivered,DHL,TRK599412437
NV-10123,C1014,martin.svoboda14@example.com,PL,2026-05-14,NV-AUD-002,Halo Buds Mini,audio,2,99.0,198.0,processing,,
NV-10124,C1031,filip.svoboda31@example.com,CZ,2026-07-02,NV-GAM-002,Vortex 27 Gaming Monitor,gaming,2,379.0,758.0,delivered,PPL,TRK738663965
NV-10125,C1009,jan.marek9@example.com,PL,2026-05-04,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,processing,,
NV-10126,C1009,jan.marek9@example.com,PL,2026-05-24,NV-TV-002,Vista 65 OLED,tv,1,1499.0,1499.0,delivered,Zasilkovna,TRK864541482
NV-10127,C1056,karel.svoboda56@example.com,AT,2026-05-11,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,delivered,GLS,TRK304744878
NV-10128,C1011,jan.nemec11@example.com,SK,2026-06-29,NV-GAM-003,Vortex Mechanical Keyboard,gaming,1,129.0,129.0,delivered,GLS,TRK813426129
NV-10129,C1046,zuzana.pokorny46@example.com,AT,2026-06-12,NV-TV-001,Vista 55 QLED,tv,1,699.0,699.0,shipped,DHL,TRK216992374
NV-10130,C1000,marek.dvorak0@example.com,AT,2026-06-23,NV-LAP-003,Budgetbook 15,laptops,1,549.0,549.0,delivered,DHL,TRK508161147
NV-10131,C1022,jakub.nemec22@example.com,AT,2026-08-11,NV-WEA-002,TrailBand Fitness Tracker,wearables,1,59.0,59.0,shipped,PPL,TRK152889659
NV-10132,C1045,hana.pospisil45@example.com,AT,2026-08-26,NV-HOM-002,AirPure 400,home,1,199.0,199.0,shipped,DHL,TRK447150598
NV-10133,C1023,marek.pospisil23@example.com,AT,2026-07-20,NV-WEA-001,Pulse Watch 3,wearables,1,249.0,249.0,delivered,DHL,TRK971689949
NV-10134,C1040,jakub.dvorak40@example.com,HU,2026-05-05,NV-WEA-002,TrailBand Fitness Tracker,wearables,1,59.0,59.0,shipped,PPL,TRK962577693
NV-10135,C1058,petra.cerny58@example.com,AT,2026-05-09,NV-LAP-003,Budgetbook 15,laptops,1,549.0,549.0,processing,,
NV-10136,C1021,david.svoboda21@example.com,PL,2026-07-18,NV-AUD-003,StageOne Soundbar 5.1,audio,1,449.0,449.0,delivered,GLS,TRK901481577
NV-10137,C1045,hana.pospisil45@example.com,AT,2026-06-08,NV-GAM-003,Vortex Mechanical Keyboard,gaming,2,129.0,258.0,delivered,PPL,TRK126045435
NV-10138,C1052,zuzana.marek52@example.com,PL,2026-06-29,NV-AUD-001,Halo ANC Headphones,audio,1,279.0,279.0,cancelled,,
NV-10139,C1024,jakub.marek24@example.com,CZ,2026-08-13,NV-WEA-002,TrailBand Fitness Tracker,wearables,2,59.0,118.0,shipped,DHL,TRK633156419
NV-10140,C1011,jan.nemec11@example.com,SK,2026-06-08,NV-LAP-001,Aurora 14 Ultrabook,laptops,2,1199.0,2398.0,returned,,
NV-10141,C1049,david.novak49@example.com,AT,2026-08-19,NV-PHN-002,Pulse Lite,phones,1,329.0,329.0,delivered,Zasilkovna,TRK488542540
NV-10142,C1050,martin.prochazka50@example.com,DE,2026-05-26,NV-WEA-002,TrailBand Fitness Tracker,wearables,1,59.0,59.0,delivered,DHL,TRK365544423
NV-10143,C1026,martin.kucera26@example.com,SK,2026-07-10,NV-LAP-003,Budgetbook 15,laptops,1,549.0,549.0,shipped,GLS,TRK272542132
NV-10144,C1027,nina.vesely27@example.com,CZ,2026-06-03,NV-ACC-001,Nova 65W GaN Charger,accessories,3,39.0,117.0,processing,,
NV-10145,C1005,lena.svoboda5@example.com,SK,2026-07-30,NV-AUD-001,Halo ANC Headphones,audio,1,279.0,279.0,shipped,DHL,TRK351466367
NV-10146,C1008,david.pokorny8@example.com,HU,2026-07-26,NV-TV-002,Vista 65 OLED,tv,1,1499.0,1499.0,delivered,PPL,TRK937250820
NV-10147,C1053,marek.dvorak53@example.com,HU,2026-06-04,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,delivered,GLS,TRK892493869
NV-10148,C1016,petra.marek16@example.com,CZ,2026-06-01,NV-PHN-003,Orbit Fold 2,phones,1,1699.0,1699.0,delivered,DHL,TRK402101659
NV-10149,C1056,karel.svoboda56@example.com,AT,2026-05-09,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,delivered,GLS,TRK364085973
NV-10150,C1032,hana.horak32@example.com,HU,2026-05-13,NV-GAM-001,NovaPad Pro Controller,gaming,1,79.0,79.0,returned,,
NV-10151,C1029,marek.kucera29@example.com,HU,2026-06-30,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,delivered,Zasilkovna,TRK501446613
NV-10152,C1002,tomas.kucera2@example.com,PL,2026-05-07,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,delivered,DHL,TRK180655823
NV-10153,C1023,marek.pospisil23@example.com,AT,2026-07-17,NV-HOM-003,RoboClean S9,home,1,599.0,599.0,delivered,PPL,TRK213580477
NV-10154,C1040,jakub.dvorak40@example.com,HU,2026-05-28,NV-GAM-001,NovaPad Pro Controller,gaming,1,79.0,79.0,delivered,GLS,TRK465090003
NV-10155,C1009,jan.marek9@example.com,PL,2026-05-05,NV-LAP-003,Budgetbook 15,laptops,3,549.0,1647.0,processing,,
NV-10156,C1046,zuzana.pokorny46@example.com,AT,2026-05-02,NV-GAM-003,Vortex Mechanical Keyboard,gaming,1,129.0,129.0,delivered,Zasilkovna,TRK828340273
NV-10157,C1023,marek.pospisil23@example.com,AT,2026-05-27,NV-PHN-002,Pulse Lite,phones,1,329.0,329.0,delivered,Zasilkovna,TRK688458656
NV-10158,C1030,zuzana.marek30@example.com,AT,2026-06-20,NV-LAP-003,Budgetbook 15,laptops,1,549.0,549.0,returned,,
NV-10159,C1035,filip.prochazka35@example.com,HU,2026-07-23,NV-PHN-002,Pulse Lite,phones,1,329.0,329.0,delivered,Zasilkovna,TRK846686387
NV-10160,C1017,eva.horak17@example.com,HU,2026-06-09,NV-TV-002,Vista 65 OLED,tv,1,1499.0,1499.0,delivered,PPL,TRK435396017
NV-10161,C1047,david.dvorak47@example.com,CZ,2026-06-23,NV-GAM-001,NovaPad Pro Controller,gaming,1,79.0,79.0,delivered,GLS,TRK792003208
NV-10162,C1012,jakub.vesely12@example.com,SK,2026-08-29,NV-TV-001,Vista 55 QLED,tv,1,699.0,699.0,delivered,Zasilkovna,TRK268112397
NV-10163,C1027,nina.vesely27@example.com,CZ,2026-07-13,NV-PHN-001,Pulse X Pro 5G,phones,1,949.0,949.0,delivered,Zasilkovna,TRK930060939
NV-10164,C1010,karel.novak10@example.com,SK,2026-05-19,NV-PHN-002,Pulse Lite,phones,1,329.0,329.0,returned,,
NV-10165,C1051,anna.dvorak51@example.com,AT,2026-07-19,NV-ACC-001,Nova 65W GaN Charger,accessories,1,39.0,39.0,delivered,DHL,TRK256644784
NV-10166,C1022,jakub.nemec22@example.com,AT,2026-08-27,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,delivered,PPL,TRK512032051
NV-10167,C1031,filip.svoboda31@example.com,CZ,2026-08-12,NV-WEA-002,TrailBand Fitness Tracker,wearables,1,59.0,59.0,delivered,GLS,TRK235989781
NV-10168,C1053,marek.dvorak53@example.com,HU,2026-07-01,NV-ACC-001,Nova 65W GaN Charger,accessories,3,39.0,117.0,delivered,PPL,TRK752453536
NV-10169,C1059,martin.svoboda59@example.com,DE,2026-07-31,NV-GAM-003,Vortex Mechanical Keyboard,gaming,1,129.0,129.0,processing,,
NV-10170,C1044,hana.dvorak44@example.com,AT,2026-08-09,NV-WEA-002,TrailBand Fitness Tracker,wearables,1,59.0,59.0,delivered,Zasilkovna,TRK760060350
NV-10171,C1054,jan.horak54@example.com,HU,2026-07-12,NV-PHN-003,Orbit Fold 2,phones,1,1699.0,1699.0,delivered,PPL,TRK529223548
NV-10172,C1033,petra.novak33@example.com,HU,2026-05-20,NV-PHN-002,Pulse Lite,phones,1,329.0,329.0,delivered,DHL,TRK144129745
NV-10173,C1056,karel.svoboda56@example.com,AT,2026-05-05,NV-GAM-001,NovaPad Pro Controller,gaming,1,79.0,79.0,returned,,
NV-10174,C1053,marek.dvorak53@example.com,HU,2026-06-28,NV-AUD-002,Halo Buds Mini,audio,1,99.0,99.0,processing,,
